alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0.34511082421692585,-0.6293400456796728,1.799793378286583,-1.2133838654292197,0.7862214324994077,0.4885310849747504,0.6533116036424657,-0.17609475049050752,-0.40617024347218705,-0.19434109566880653,0.5874027042370227,0.2377347570102168,0.423877585105576
0.9009800584774519,-0.7569517053012066,1.267399568812271,0.9217330620171964,0.11339732199510683,1.1294637042893296,1.2255726353748715,-0.5789850536693052,1.4264408252358234,0.2935674441422056,1.0289889248626727,0.13886375993587455,1.713597549241016
0.48098997036950003,-0.5108435046025342,0.9631745348269489,-1.0303738430766693,-0.48466855400871617,0.8891139720463626,0.9143429514502296,-0.17609475049050752,-0.24446926682148046,-0.10563045206680428,-0.1632938708265836,0.8592095957632273,1.426993112766474
0.925685357777919,-0.5473039787801154,0.16458382061547924,-1.0608755134687613,-0.7837014920106277,0.4885310849747504,0.7336289414294697,-0.5789850536693052,0.4023346397813471,0.24921212234120427,0.8523544366124123,0.40722789485194694,1.825054830092227
0.3945214228178625,0.8290789214235709,0.050499432870982616,0.6167163580962799,-0.559426788509194,-0.5850310523771702,-1.274304503245639,0.7102639165028465,-0.6038047704897178,1.5000321971294348,-1.7971628871414909,-1.4006989087931725,-0.30855597477380975
-0.28487430794500185,0.054293845149972715,-0.32978185961067,0.006682950254446669,-1.0079761955120614,-1.4502900884518524,-1.5252961838300276,0.9519980984101246,-1.699778056677842,2.156490516231033,-1.7088456430163612,-1.3865744806396954,-0.8817648477228942
-0.9766226883580976,-1.03952038017746,-2.3452727097634263,-0.8168621503320279,2.6925564122615935,-0.7132175762400859,-0.7522418076301107,-1.787655963205697,1.642042127436766,-0.9705592271863253,1.4264165234257586,0.6473431734610643,-0.09201040054860003
0.6168691165220721,0.7196974988908276,0.9631745348269489,1.3792581178985712,1.75807848100562,-1.434266772968988,-0.46109145815221986,-1.1430314781196214,-0.6038047704897178,1.5798717763712367,-1.620528398891231,-1.8526806097044526,-0.7862300355647135
0.9503906570783863,-0.3923469635253958,1.1913433103159405,-0.7253571391557527,1.1600126050017971,1.1294637042893296,0.7637479430995966,0.22679555268828971,0.16876656239699256,0.5596993749482119,0.7640371924872821,0.44960117931237975,2.000201985715558
2.2597715200031785,-0.6293400456796728,-0.7480912813404871,-1.6709089213105945,-0.1856356160068047,0.8089973946320397,0.9545016203437319,-0.5789850536693052,0.7077698178993488,0.07179083513720019,0.5432440821744575,0.33660575408455967,0.9493190519755701
-1.1372071338111391,-0.9119087205559261,-0.2537256011143395,1.2572514363302052,-2.204107947519707,-0.15240153433982878,-0.4410121237054688,0.4685297345955679,-0.37023669310536367,-1.462903299177437,0.4990854601118924,0.8450851676097495,-0.38816831823896036
-1.4583760247172197,-0.5564190973245107,-1.8509070295372787,0.006682950254446669,-1.0079761955120614,0.3282979301461054,-0.3908137875885912,0.06563943141677064,-0.2983695923717161,-1.320966269414234,-0.07497662670145389,-0.24249580020801795,-1.0569120033462256
1.5062598913389122,1.5127128122532163,0.5448651130971301,-1.9149222844473281,2.1318696535080095,1.1294637042893296,1.0147396236839852,-1.30418759939114,0.8874375697334677,0.027435513336198872,-0.2957697370142789,1.2970668685210291,0.041738336472853015
0.5921638172216048,-0.4743830304249531,0.16458382061547924,0.31169965417536327,0.038639087494628944,0.6487642398033954,0.9545016203437319,-0.8207192355765833,0.49216851569840653,0.027435513336198872,0.3666095939241971,1.2123202996001647,0.551257334649817
-0.37134285549663937,1.111647596299824,-0.025556825625347907,0.6167163580962799,0.4871884944974962,-0.9535673084830533,-0.8325591454171151,-1.5459217812984185,-1.3404425530096047,-0.01691980846480205,-0.7815145797024945,-1.8668050378579302,-0.467780661704111
-1.1372071338111391,-0.45615279333616254,-0.17766934261800896,-0.2983337536664699,-1.3817673680144507,-1.113800463311698,-0.5313691287158487,1.2743103409531629,0.096899461663345,-1.17015817529083,0.5432440821744575,-0.48261107881713533,-0.849919910336834
